review,rating,
"Gatau kenapa aku pakai ini kok malah jd kusam yaa? Padahal lumayan kan ada sunscreen merek lokal. Dan ini juga bikin BO di aku + minyakan abis padahal muka aku normal cenderung kering. Pake ini cukup 2 mingguan, setelah itu ga kepake lagi 😣😣😣😣",3,
"Well.... ini sun screen favorit aku sihhh, awal aku bisa bersih dari jerawat ya dibantu banget sama sun screen emina ini🥰😍, teksturnya agak lotion sedikit cair dan kalau udah di aplikasikan ke wajah ringan banget.. u must try it guyss 😘 bagus banget gak boong dehh",4,
"untuk teksturnya lumayan enak sih persis kayak biore. untuk wanginya ga seenak biore malah kata temen w gaenak. make ini jadi berminyak beeuuuttt. basah. pake bedak, ok lah. tp langsung tumbuh jerawat 1 biji gede lagi🙃. and tp kalo untuk semurah itu worth it aja sih",3,
"First time pake langsung jatuh cinta ❤️ beli ini karena lagi bokek dan emg pengen coba karena penasaran. Wanginya kayak apel / aloe vera gtu, pas diaplikasiin cocok aja sih gak bikin whitecast, rajin pake ini abis mandi dan sblum pke make up bkin kulit jd alus trs make up lumayan tahan lama di muka . Perlu diinget sbelum pake make up pastiin sunscreenny meresap ke kulit dulu",5,
"Definitely a yes! Ringan dan melembabkan. Awalnya akan nge-tone up kulit, jadi kalo mau pake make up baiknya tunggu beberapa saat sampe produknya bener-bener nyerap ke kulit. Lama-lama dia akan menyesuaikan dengan kulit. Di kulitku make sun screen ini bikin kulit jadi glowing ✨",5,
"Beli ini karena sunscreen yang biasa dipakai lagi abis dan stoknya kosong dimana-mana, harganya murah. Produknya ringan, sedikit whitecast. Untuk yang kegiatan daily-nya indoor, produk ini sepertinya cukup melindungi dari sinar matahari. Untuk sekarang tidak akan repurchase dulu.",3,
"pertama beli ini karena harganya yang murce abis, under 50k tp udah dapet sun screen. Pas dipake diaku sih fine2 aja, ga ada reaksi apapun dan ga ada whitecast. Tapi pas aku keluar rumah dan kena sinar matahari langsung, wajahnya langsung perih dan cekit2 gitu 😭. Finally cuma aku pake ditangan aja",2,
"produk dipake , ringan banget di kulit , dan tidak membuat kulit jd lebih berminyak, bisa berperan ganda sebagai pelembab juga. untuk daily use sangat berguna . harga juga sangat murah untuk kantong mahasiswa",4,
"Produk ini bagus2 aja di kulitku ga bikin breakout atau apa, tapi kenapa aku udah pake sunscreen tapi tetep belang ya dan gaada efek lain selain melindungi dari sinar matahari si tapi overall bagus cuma wanginya aku kurang suka aja",4,
"Sunscreen ini bagus untuk kulitku. setelah dipakai gak lengket. teksturnya ringan. nggak menambah minyak mukaku. gak ada white cast. tidak mencerahkan. melembabkan? maybe, yes. gak bikin bruntusan atau jerawatan. harganya sangat affordable. very recommended 👌",5,
"Konsistensinya watery banget, jadinya cepat nyerap dan tidak lengket, serta lumayan melembabkan kulit... Lalu sun block ini jg tidak ada white case dan ringan banget sehingga enak banget buat dipakai sehari hari",5,
"ketika aku pake produk ini rasanya ga lengket sama sekali, ga ada efek memutihkan & cepet meresapnya, muka ku yg kering ini juga jd lembab kalo pake sun protection emina, udah repurchase 2x krn emg cocok & takut coba², menurutku utk yg punya kulit kering wajib coba ini",5,
"pertama kali beli waktu ada diskon di Guardian. untuk kulit yg oily bikin makin oily dan kusam. Dan dalam beberapa hari muncul jerawat gede2. tp kalo jenis kulitnya kering, ini cucok krn temen yg kulitnya kering suka banget pake ini 👌🏻",2,
"waktu itu nyobain punya temen, bikin berminyak si ini di akuu, dipake dikit aja tuh berasa berat/greasy bgt di muka aku yg oily ini, tapi mungkin buat kulit kering bakal bagus, harganya juga murahh dan gampang bgt dicarinya di guardian atau watson manapun pasti ada",3,
"Sunscreen ini lumayan cepet banget meresap ke kulit, tapi bagi yang kurang suka produk dengan wangi sedikit kuat mungkin akan terganggu... Cocok buat anak sekolah dan kuliah dengan tekstur yang ringan, spf nya pun cukup, dengan harganya yang affordable so yeah i recommended this sunscreen",4,
"Buat aku cocok sih, aku udh pake ini lumayan lama, bisa dibilang ini sunscreen pertama yg aku pake dan sampe sekarang, udah repurchase berkali-kali, teksturnya ringan, ada efek mencerahkan, murah meriah, jg bisa ngilangin belang.",5,
"bagus sunscreen nya, kulit ku gak pernah belang pakai ini, cuma kurang suka ada fragrance dan alkohol nya jadi kadang di sekitar hidung agak perih karena sensitif. Tapi bagus banget terutama buat remaja dan harganya affordable",5,
"Ga begitu suka sama sunscreen yang ini mungkin ga cocok sama aku jadi ksh ke adek aku, tipe kulit mukaku berminyak pake ini rasanya makin parah, bikin jadi makin keliatan lebih banyak aja.............................................",4,
"aku kurang suka sama sunscreen satu ini, entah kenapa di wajah aku yang kering ini dia malah nyebabin muka aku berminyak banget, tapi kalo masalah tekstur aku suka sih, cepet menyerap, bikin gerah banget gitu kalo udah beberapa jam make ini.",3,
"sebenernya pake emina ini kurang srek gitu krn kek bikin kulit jadi lebih berminyak, cuma karena dirumah adanya cuma ini jadinya aku pake aja, kalo masalah berminyak bisa aku set pake compact powder dari pigeon teens kok👍🏻, produk ini lebih ngaruh ke kulit kering keknya",4,
"Waktu kondisi kulit ku masih kombinasi oily beli ini udah 4 kali dan suka apalagi harganya murah cuma wanginya aku rada kurang suka, tapi sekarang mukaku lagi berminyak parahhhh dan kemarin beli lagi botol yang ke 5 malah kusem, syedihhhhhh :((",4,
"klo di apply ke muka aku malah jdi kusam, minyakan dan lengket gitu jdi kurang nyaman di muka aku yg oily:( padahal harganya sangat worth it buat aku yg masih pelajar tpi malah gk cocok sama aku huhu:(

",2,
"tekstur nya ringan, wangi nya aku suka, cepet banget meresap ke kulit, warna nya juga transparan alias ga berwarna. cocok buat anak sekolah dan kuliah juga. spf nya pun cukup.harganya juga affordable so yeah i recommended this sunscreen",5,
Produk sunscreen pertama dan sampai sekarang masih setia sama doi 😆 cocok aja gitu dimuka gabikin aneh aneh. murmer juga wkkw emang sunscreen sejuta umat😍 dan gak bikin mukaku nambah berminyak. ya so so aja gitu but i love it ❤,5,
"ini sunscreen pertama yang aku cobain dan harganya cukup murah jadi bisa dibeli pake tabungan aku, di kulit aku dia cocok dan baunya enak gitu, pas awal awal si emang dia dikulit aku agak berminyak tapi lama-lama kea ngerasa fine fine aja dan dia melaksanakan tugasnya seperti sunscreen yg lain, dan melembapkan kulit juga si",5,
"lumayan si buat remaja yang baru memulai coba ss, tapi di muka aku bikin kusam dan nyerap nya lama, kalo pake ini bekas jerawat jadi agak memerah, tapi lumayan buat spf nya dan pas buat di kantong remaja, menyerap nya lama dan tekstur nya agak berat, aku gantian pake nya sama wardah",4,
Menurut aku ini ga terlalu beda jauh sama sunscreennya wardah. Cuma baunya aja yg kata sebagian org kurang enak. Kalau pakai sunscreen ini kayak ga butuh pelembab lagi udah cukup. Terus ada whitecast juga tapi sedikit sekali.,4,
"ini sunscreen ke dua aku dan aku cukup lama pakai dia , karena menurut aku dia lumanyan bangus cuman agak membuat wajah lebih berminyak dan untuk menyerap nya agak lama , dan spfnya menurut aku kurang karena tetep bikin muka belang, untuk aroma nya aku agak sedikit terganggu , sekian",4,
"Proteksinya lumayan dengan hrga semurah itu buat produk sunscreen ini worth to buy bgt sih.. secara aku boros bgt klo pke sunscreen, mesti apply byk bgt biar nampol, hehe.. agak whitecast, tp lama2 ilang n ngblend di kulit wajah kok.. udah mau abis, dan niat beli lagi",5,
"sunscreen pertama yang aku pake, tekstur nya creamy dan ga terlalu cepet meresapnya, selama pake ga bikin jerawatan sih, sayangnya spf yang kecil ga bisa bikin buat jangka waktu yang panjang, tapi ya oke lah dengan harga segini",5,
"kaget waktu tau kalo sun screen harus dipake dengan takaran satu sendok makan... (mesti re apply 2 jam sekali pula)... puyeng dong buat org miskin kayak eke, skinaqua harganya 45 rb itu juga 40gr doang manalagi mesti hemat (jd makenya dikit2 satu sendok teh kurang 😬), loreal biore 100an pula huff, sibuk mencari2 spf murah.. ketemulah emina, awalnya agak keki soalnya cuma 30 spf, tp ternyata 30 spf udah cukup buat ngelindungin kulit, dan yg penting itu intensitas utk re-apply ternyata..🤯 jd luv luv bgt buat sun screen ini gak white cast di qulit dan muraaaaaa edit:———————- no, bikin breakout, ga worth it sesendok makan itu buat badan kalo wajah nickel aja 🤣🤣",2,
"waktu pakai ini tanpa pakai apa apa dulu sih rasanya kering gitu. Terus sekarang pakai aloevera dulu baru pakai SS ini, jadinya sih lembab ya. Ini teksturnya creamy cuma rada cair sih menurutku. Produknya cepet meresap. NEGATIF pakai produk ini sih, kalau SS nya udah meresap, muka kelihatan berminyak gitu. Dan setelah beberapa jam (Kalau waktu upcara bendera atau waktu olahraga) selesainya muka kelihatan kusam. kalau tidak melakukan kegiatan, bertahan lama sih bisa sampai jam 10siang lah kira kira. Repuchase? no, aku mau coba pakai SS Skin Aqua. Recommended? no, alasannya ya karena kalau sudah di apply muka jadi kelihatan berminyak :))",4,
"~ emina sun protection baru ta cobain seminggu, baunya aneh sih kayak lem.. ehehehe.. tp so far gada masalah sih.. lanjut sampe habis aja dah.. beli ini gegara direkom sama emaknya anak les yg punya toko skincare..",3,
ngga ngerti lagi dah produk emina bagus banget dan hargnya terjangkau di kantong mahasiswa . aku udah 4 kali repurcase tapi duli mukaku sedikit oili dan ngga terlalu cepat meresap produknya so far ok,5,
"aku pake ini udh habis 4-5 botolan dan awal nya aku suka suka aja karna murce dan enak di pake tapi lama lama susah meresap lama banget dan bikin berminyak kulit aku kombinasi tapi cenderung berminyak, rekomen si klo kalian mau beli ini ya ga separah yg aku bilang tapi itu yg aku rasakan;)",4,
affordable banget untuk anak kuliahan kek aku kwkw dan dia agak ngasih white cast pas di apply ke muka. Agak kaget juga ternyata warnanya kuning hahaha tapi aku pake ini bagus bagus aja gada keluhan breakout.,5,
"Sun screenya baunya enak sihh, teksturnya gaa lengket. tapi sayang diaku malah bruntusan:( padahal udah habis 1, beli lagi tapi malah gapake. yaudah akhirnya tak kasih ke ponakan:( sekarang bingung deh mau ganti pake sun screen apaaa:(",3,
"buat kalian yang nggak alergi sama alcohol mungkin ini bisa jadi pilihan sunscreen buat kalian ya. cukup enak nyaman nggak bikin ceper berminyak juga. cuma yang namanya sunscreen pasti lama lama bikin kusam,buat akalinya tinggal pakein bedak yang tonenya lebih cerah aja. sofar bagus sihh",3,
"teksturnya ringan dan gak white case kalo di pake ... jd jatuhnya kaya pake cream yg light gitu gak kaya pake sunscreen , apalagi aku yg acne prone dan sensi kulinya ... cpt nyerep kalo dilayer sama skincare lain dia masi bersahabat di mata juga gak pedih",5,
Formulanya ringan buat acne dan oily skin tapi after looknya tuh kek lebih oily walaupun gaada whitecastnya tp tetep kek ngerasanya tuh minyakan gitu. Harganya terjangkau untuk sunscreen. Produknya kebesaran gitu deh buat dibawa2,3,
"sunscreen dr emina ini baguss bgt, trs dia juga ringan di kulit, tp sayangnya setelah pakek ss ini kulit jadi kelihatan lebih oily dikit, trs ada efek putihnya dikit. tp ss ini lumayan recommended lah apalagi buat remaja...

",5,
"dapet ini karena dikasih hadiah sama temen w,wanginya sih enak seger gitu pas diapply juga ga ngasih efek mencerahkan dll sih tp di aku agak bikin berminyak dan stlh seharian dipake keluar kok malah bikin kusam gitu dan minyak dimuka jadi tambah berlimpah gitu.sayang sekali ku tdk cocok padahal dirimu murce dan ramah kantong banget😕",3,
"Reccomended sih, wanginya enak kaya wangi soya gitu. Ga bikin jerawatan juga. Pas di apply dingin dan awalnya agak lengket tapi terus nyerep dengan baik. Sayang seribu sayang spfnya cuma 30 dan entah kenapa rasanya bikin agak kusam :( tapi overall sesuai sama harganya yang murce",4,
"sunscreen sejuta umat!!! temen temenku banyak yg pakai juga. hasilnya saat aku pakai memang melembabkan dan bikin glowing. suka dipakai sesudah 5 jam pemakaian sebelumnya. tapi kalau sudah campur keringat, warna kulitku jadi menggelap. overall the product is good. udah 2x pembelian, pingin coba yg lain, yg lebih matte hasilnya",4,
"Sbnrnya ini sy pakai utk sehari2 sih cm sy kurang suka cz stlh diaplikasiin muka jd lengket, benyek2 gtu meski cm didlm rumah. klo diluar rmh jgn ditanya deh,, habis dg keringat dan muka jd ""berat""..pgn dibuang sayang isinya msh banyak🤣, tapi no repurchase!",2,
"Sunscreen pertama aku dalam dunia per skincare-an! nyesel bgt baru kenal sunscreen kelas 2 SMP:( aku coba liat review orang"" dan beauty vlogger katanya ss emina ini bagus. Emang si bagus banget! tekstur nya aga cair dan baunya asing😂 tapi aku suka dia mengcover baik muka aku. Selain itu harganya juga murcee dan gampang ditemuin:D

",5,
"parah bgt bikin muka tambah berminyak kusam :(((( padahal harganya murah bangetttt buat anak sekolah tp di muka tambah benyek gitu :((( ga bikin whitecast si tp tambah komedoan gituuu sangat tidak di rokemendasi untuk kulit yg bener bener minyakan

",2,
produk sun protection dengan kandungan spf 30 cukup membantu melindungi dari sinar uv. tekstur aga cair sehingga tidak lengket di kulit. Yang aku kurang suka wanginya yang sedikit menyengat Kaya obat.,4,
"pertama kali coba biasa aja sih, agak greasy di kulit. kalo udah agak lama muka jadi minyakan, dan karena cuma SPF 30 menurutku kurang karena aku cukup aktif di outdoor. maybe suits for teens, tapi di kulitku kurang bagus.",4,
"Untuk yang mau nyari sunscreen yang terjangkau, bisa banget nyoba emina ini. Tapi buatku biasa aja, karena dia bikin kulitku tampak kusam dan agak bruntusan jg. Hasil akhir pas di pakai juga gak matte, makanya kadang bikin make up diatasnya ikut meleleh 🙏",2,
"Bikin kulit wajah agak lengket di mukaku sih. Baunya lumayan, teksturnya cair dan cepet menyerap. Aku jarang make produknya karena jarang keluar rumah sebelum dan sesudah make produk sekitar sebulanan udah keliatan hasilnya. Wajah jadi lebih cerah. Untuk di aku sih cocok",5,
"sunscreen pertama aku, teksturnya cream dan lumayan cair. diwajah berminyak bgt dan lama keringnya. tappi ringan banget dan bikin wajah lembab. recommend sih buat yang nyari ss yang ringan dikantong dan ringan diwajah",4,
"ringan banget dimuka aku, cocok buat kulit berminyak ada nggak bikin muka jadi abu abu, cuma kalo pemakaian nya ga rutin dia bikin muka jadi bruntusan gitu, baunya juga enak, harganya juga cocok buat remaja",4,
"Ss pertama yg dikenalin temen waktu awal kuliah, baru tau juga kalo ada ss buat muka huhu:( tapi aku ga gitu suka karna bikin bruntusan gitu jadinya aku ganti ss yg lebih cocok di muka akuu, dan aku baru tau kalo ss tu pentingg hmm kemana aja akuu",3,
"Love hate sih sama ini produk, ringan di muka produknya dan gaada bau yang ngeganggu sih so far, tapi di muka aku bikin muncul bruntusan kecil kecil jadi aku ga cocok sama produk ini jadi aku kasihin ke adek aku. Dan adek aku cocok aja sih sama produk ini, jadi emang mungkin beda beda di setiap muka yaa.",3,
"awalnya kaya nyepelein brand ini karna muka ku agak gmn gtu sama produk lokal huhu tapi coba coba dri temen setelah tau kalo sunscreen itu penting akhirnya nyoba dan seneng bgt mukaku ga bereaksi apa apa! malah bkin muka cerah(?) wkwkw murah dan tidak bikin bo

",5,
"Oke sih di kulit aku, selama nggak munculin jerawat dan ngerusak kulit, aku anggap bagus. Baru kali ini rutin pakai sunscreen karena takut entar penuaan dini kulit muka aku. Bagus sih ini, baunya nggak nyengat, nggak berwarna, ringan, nggak lengket, dan okenya ngebuat bedak lebih nempel.",5,
awalnya kepo sama product ini karena banyak yang make terus yauda deh gue beli dan ternyata ini sunscreen sangat affordable broow dan spf nya juga lumayan tapiii kalo di gue ini jadi bikin minyakan bgt muka huhu :(,4,
"ini tuh enak banget dipakenya, buat warna kulit aku gak ada white cast nya, ringan, baunya gak ganggu sama sekali dan nglembabin banget. repurches? yassh. Di kulit aku gak bikin iritasi sama sekali, buat jadi base make up juga ga ganggu sama sekali. teksturnya sedikit lebih kental di banding biore sunscreen. tapi dengan harga 30 ribuan udah bagus bgt. lovee deh",4,
"Udah repurchase berkali-kali karena produknya memang ampuh melindungi kukit wajah. Seharian panas-panasan di lapangan gak bikin wajah saya belang. Produk ini juga gak bikin wajah saya tambah berminyak dibandingkan sunscreen yang lain dan wanginya gak menyengat (ini penting bagi saya). Sayangnya di kota saya susah didapatkan, harus ke kota sebelah belinya. But it's worth.",5,
"cukup bagus dipake di kulitga ninggalin white case , senengnya lagi gak bikin kulit jadi kering juga . kalau udah pake ini kulit jadi ga takut lgi kepanasan, soalnya dia bener2 bisa nglindungin kulit dari sinar matahari..",4,
"Salah satu produk SPF yang menurutku ringan dan cocok dipake sehari2. Sudah pemakaian 3 bulanan. Buat kuliat sensitif dan kombinasi kayak aku aman . So far, gak ada efek negatif dikulit. Serta, ramah di kantong juga ;)",4,
"Pakai sunscreen ini jadi tambah berminyak, sebenarnya cocok2 aja diwajah gak bikin breakout tapi kurang suka sama wanginya, wanginya lumayan menyengat dan wanginya lama banget hilangnya, gak ninggalin whitecase juga, overall suka tapi gak suka ada wanginya",4,
Cari sunscreen yg murah terus liat review org org katanya ini bagus. Yes! di aku sunscreen ini bagus untuk harga yang segitu. Wanginya enak dan ga bikin muka aku berminyak. Cuman syg agak lengket dan ga jadi masalah sih buat aku. Tetep bagus dgn harga yg termasuk murah,4,
"pertama nyobain si sunscreen emina ini awalnya biasa aja, gaada tanda ga cocok. eh pas udah nyoba sampe 4 hari, beruntusan mulai muncul :( dan muka tambah kusam😭 padahal banyak yang cocok pake ini :( lagi nyari sunscreen yg cocok tp belum nemu huhuu",2,
"Sun screen nya bagus, ringan, SPF nya juga udah cukup buat melindungi kulit kita dari sinar matahari yang bikin muka jadi kusam. Setelah di pakai ga nimbulin whitecast, ga bikin breakout juga. So, recommended banget sih ini buat kulit kombinasi kaya aku. Wajib kalian coba!",5,
"Ringan bgt, engga bikin berminyak dan engga bikin timbul whitecast. Kurang nyaman dg wanginya tapi engga masalah, cepat menyerap walau teksturnya lumayan kental utk ukuran sunscreen. Repurchase? Yes!

",5,
sunscreen ini ringan banget. teksturnya kentel warna putih susu. gak bikin berminyak dan gak menimbulkan whitecast. selama aku pakai gak bikin brekout atau yang gmn2 jga. biasa aja sih yaa sedang2 aja sih ,5,
"Dari beberapa sun screen yang pernah aku pake, ini yang paling aku suka karena gak berminyak terus cepet banget ngresepnya . bauknya seger gitu bisa ngurangin bintik2 hitan diwajah aku juga ❤ love banget",5,
"Ini adalah sunscreen pertama yang aku punya! jenis kulit ku kering. aku suka banget sama sunscreen yang ga matte finish karna itu ga bikin kulit disekitar hidungku kering gitu. selain itu, harga si emina ini juga sangat terjangkau jadi luvvvv banget deh ~♡~",4,
"Ini produknya super duper ringan banget! terus udah gitu ini gak lengket, jadi enak dipake. cuman kalo pake ini setelah pakai moisturizer dan masih agak lembab dimuka jadi ada kaya daki gitu. jadi kalo mau pake ini harus pas kondisi muka udah kering atau moistnya bener2 udah keserep di kulit kita",4,
"Denger denger kata orang orang ini bagus, alhasil beraniin diri untuk beli. Awalnya sedikit ragu sebelum pake produk ini karena ada kandungan ethanolnya. Dia ini teksturnya kayak lotion berwarna putih dan ada wangi tapi menurutku ga terlalu ganggu. Pas pertama kali apply di muka, dia teksturnya ringan dan gampang menyerap. Cuma sayang sekali, setelah pake ini aku ngerasa mukaku jadi kusam banget dan beberapa jam ngebuat mukanya jadi terlalu berminyak. Maaf banget emina, varian ini ngga cocok untuk mukaku yang kombinasi ini :"")",3,
"ss ini tu ga ngena dimukaku :( pertama dia terlalu berminyak dan bikin kulit kusemm, dannn karna itu poriporiku jd kesumbat dann bikin jerawatan trss, apalagi kalo siang muka beuh kaya kilang minyak, jadi stop dan ga lagi lagi pake ini maaf emina huhu :(",2,
"aku beli product ini di olshop yang udh bener2 trusted dan langganan di aku, awalnya ku kira mungkin produknya ga ori pas beli di ofc storenya lgsg trnyta sama aja, ngebuat breakout sama komedoan trs ngebuat pori2 dikulitku yang tipe oily di T-zone lebih gede, soal whitecast,lama2 produknya bakal nyatu kewarna kulit kok",2,
"Tidak white case, cukup bantu juga biar ga belang, cocok buat remaja, dan remaja akhir kaya aku. Teksturnya juga enak, wanginya enak, absorb Sama kulitnya juga cukup cepet, harga Murmer yang paling penting buat remaja-remaja.",5,
"teksturnya ringan.. cair.. tapi sayang banget setelah aku pake beberapa saat kemudian wajah ku panas banget sampe ke mata rasanya.. wanginya juga aku kurang suka, diaku pribadi sih aku gak suka make nya, tp aku kasi ke adikku ternyata dy cocok..",3,
"Waktu baru mau coba2 sunblock, aku coba ini karena katanya bagus. Aku pakai rutin sekitar bbrp bulan, tapi aku jadi muncul beruntusan. Kyknya kurang cocok sih, dan aku juga merasa spf 30 kurang aja dipake kalau buat anak mahasiswa. Aku kurang rekomendasi sih, so sorry emina

",3,
"kurang suka sama sunscreen emina sorry to say bikin jerawat dijidat mungkin karena ada kandungan alkohol didalam sunscreennya lagijadi cuma di pake 2-3 kali abis gitu nganggur di laci. pula kurang rekomend kalau punya kulit sensitif sama alkohol takutnya breakout

",3,
"sebenarnya suka sih sama packing dan gampang dicaro di drugstore dmn2. tapi bagi kulit aku yg oily malah lebih kliatan berminyak klo habis pake ini sunblok, jadi keliatan kumus2. harus ditutupin pake bedak tabur biar gak kliatan kumus2 tapi gak bisa tahan lama juga. kurang recomended utk kulit berminyak",3,
"Baunya harum sih, aku suka. selain itu teksturnya mirip sama body lotion, bukan cream-cream sunscreen pada umumnya. cepet kering juga dimuka, jd aku saranin pake ini sebelum pake make up. lebih bagus lagi ditambah moisturizer supaya bikin kulit makin kenyel dan ga kering.

",5,
Sering liat produk ini katanya bagus coba2 beli pas dipakai sih bagus2 aja tapi siang hari malah makin berminyak muka aku terus tumbuh bruntusan*jerawat kecil2 padahal pakainya baru 3 hari... dan jerawatku malah tumbuh gede,3,
"Emina ini dia kayak ada cooling sensation nya gitu. Teksturnya watery dan ""tipis"" dan oke oke aja untuk light moisturization. Aku pribadi masih suka dilema sama ini tapi aku udah repurchase 2-3 kali haha.",4,
"kulit ku sensitif dan acne prone, cocok ajasih pake ss emina ini. udah repurchase bbrp kali. bikin lembab dan tidak white cast di kulit. gak bikin jerawatan juga. aman2 aja alhamdulillah. biasanya aku gapake pelembab lagi soalnya pake ini dah cukup lembab, klo terlalu lembab malah jadi oily dan nimbulin bruntusan. ringan di wajah.",4,
"penasaran sama produk ini dan akhirnya aku beli deh. dia nyaman kok rasanya di muka, ga menimbulkan bruntusan, tapiiii muka jadi lebih berminyak daripada biasanya, dan makeup malah jadi ga tahan lama dan luntur.",3,
"bagus sih, ngaruh juga kalo dipake sebelum keluar kena matahari. cuma nggak bertahan lama sih ya, terus bikin mukaku yang oily jadi tambah berminyak parah. sesuai aja sih kalo buat harga segitu. repurchase? Maybe",4,
Sunscreen ini ga bikin whitecast di muka. Ga breakout juga. Pakainya bergantian dengan merk sebelah yang SPFnya lebih tinggi. Pasti bakalan repurchase kalau sudah habis. Biasanya 1 tube habis dalam 1 sampai 2 bulan pemakaian.,4,
"pertama beli ini karena harga yg nurmer plus byk yg bilang bagus.sayang bgt kurang cocok di aku:( baunya enak, tp pas diappy di muka jd super greasy bgt di muka aku. apalagi aku anak sekolah, jd minyakan bgt. trus aku rasa sunscreen nya tidak melindungi muka aku, soalnya ttp muncul flek hitam, aku balik lagi ke innisfree aja deh",3,
"Sunscreen ini murah meriah banget dan sayang banget kurang cocok di aku:"") Pertama aku kurang suka sama bau nya,aku ga tau sih entah kenapa ga suka.Soalnya,aromanya itu asing di hidung aku.Dan teskturnya lumayan lengket dan bikin keganggu. kedua,bikin kusam dan minyakan. Oh iya,temen-temen aku pakai ini kebanyakan mereka cocok banget. Jadi kalau kalian mau,coba aja dulu.Kali aja cocok.",3,
"pertama pake ini bangus banget, wajah aku sama sekali ga kusam, poko nya enak banget, dia juga cukup lumayan lembab dan harga nya sangat amat terjangaku. tapi akhir² ini make ini wajah aku jadi sering kusam, ga tau gara² ini atau dari skincare lain. repurchase? kya nya iya",4,
First impressionku pas pake produk ini jujur terganggu sama bau produk yang agak aneh. Tekstur dia thick gitu. Pas diaplikasiin ke muka kok bikin risih karena lengket gitu. Mana abis dipake malah bikin kusam lagi,3,
"Suncreen murah meriah, isinya banyak 60ml harganya cuma 25rban aja. Nyaman dipakai, packaging lucuk poll. Karena malang lagi panas + sumuk kalau sorenya mau ujan, jadi harus rajin reapply sunscreen, ini ga lengket dan ga bikin gerah samsek. Gampang ditemuin, sering diskonan juga wkwk. Recommended rek",4,
"dulu beli ini karna liat temen ku pd pake, akhirnya memberanikan diri beli di watsons harga nya pun ga mahal jd aku berani beli. bbrp bulan pake ini ga bikin breakout kok dan menurut ku ini tekstur nya lumayan ringan. worth it lah ya untuk harga segitu",5,
"sumpah ini ga worth the hype bgt sih. ini jelek bgt sunscreennya, wanginya ga enak kaya chemical chemical gimana gitu, texturenya thick buat sunscreen yang katanya “all skin types” bikin kulit aku breakout, comedogenic. iya sih harganya affordable tapi gimana ya, ini ga banget. repurchase? no. recommended? tergantung kulit kalian. rate: im sorry 1/10",1,
"Sunscreen pertama sih ini. Pakenya enak aja dan ga bikin BO diaku. Harganya juga murah ajaa, gampang di dapetinnya. Teruss yg bikin sukaa, ini gaada white cast nya gitu, jd aman di kulit sawo matang. Teksturnya enak ga berat/ lengket2 gitu, agak oily sih jd kl pake ini doang kayak minyakan bgt. Overall sukaa",4,
"Beli ini karena mau cari sunscreen alternatif yang lebih murah dari sunscreen yang biasa aku pake, tapi malah muncul jerawat-jerawat kecil huhu. Bau dari sunscreen ini juga lumayan kenceng, jadi buat temen-temen yang sensitif mungkin gak bakalan cocok",1,
"Baru pakai sekitar 1 minggu an, tapi ini bagus banget di kulit ku😻. Teksturnya yang kental dan agak lengket buat lebih lama menyerap ke kulit setelah sudah menyerap harus langsung pakai bedak kalo enggak bakal lengket. Untuk harganya pas banget di kantong 😻",4,
buat sehari-hari yang cuma sesekali kena sinar matahari cocok sih pake ini. enak aja gitu dan dapet efek melembabkan juga. hasilnya di aku ga begitu keliatan berminyak sih. teksturnya cukup thick menurutku,4,
"Sunscreen holy grail, selain karena harganya paling cocok banget buat kantong mahasiswa macam aku, perlindungannya juga cocok banget dipakai sehari-hari ngampus, semenjak pakai sunscreen jadi ngga ada belang lagi ini wajah huhu suka😍

",5,
"aku lg cobain sunscreen dr emina buat ngelindungin kulit wajah dr paparan sinar matahari. tp yg ada malah tiap pake timbul jerawat. kulit mukaku berminyak sensitive n acne prone jd klo ga cocok sama produk pasti jerawatan.

",1,
"netral sih, bagus engga, buruk juga engga, just a standard sunscreen tanpa embel-embel atau efek yang lain di kulitku. y aku gasuka paling cm satu, baunya :( gatau bau apaan dah, mungkin kalo baunya nyetrong bgt aku gaakan suka produk ini. ohya di muka aku gada buat bruntusan sih alhamdulillah:D",3,
"ini nggak banget untukku. aku pakai ini pas pagi dan siangnya udah berasa gosong. pas sore, lihat cermin tuh udah muncul beruntusan di wajah sedikit. setelah itu, udah gak mau pakai lagi dan benar saja, muka langsung membaik. murceh sih, tapi gak cocok :(",1,
"Aku make ini selama KKN bahkan sampe sekarang tp aku tetep merasa gosong meskipun tiap habis mandi selalu aku pake. Di muka aku yg oily skin, setelah make ini berasa nambah kilang minyak di muka :( hmn. Tp murah bgt sih, next mau nyoba sunscreen yg lain dulu",3,
"Recomend parah!!! Melembabkan??YES!!! Melindungi??YES!!! RE-PURCHASE???YEESSSSSS!!! Penolong banget buat yang selalu aktivitas diluar ruangan mencegah belang, melembabkan, wanginya jga enak anehnya bahannya mengandung aloevera tapi aromanya lebih ke pandan tapi suka bingitssss",5,
bagus banget buat jaga kulit di daerah panas. setelah pakai langsung agak cerah. terus baunya juga enak dan gak lengket diwajah. aku recommend banget buat yang tinggal di wilayah panas. soalnya tanpa sunscreen muka tetep kelihatan lebih gelap.,5,
nggak cocok pake sunscreen ini :( wajahku jadi minyakan dan kusam. agak susah meresap dan agak lengket dimuka huhu. ntah kenapa mukaku emang kurang cocok sama brand emina 😭. repurchase? nooo...mau coba sunscreen lain.,2,
